stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
4,RiCa,Canal Street Station,NEW ORLEANS PUBLIC BELT & UNNAMED ST,29.950002,-90.063341,,,,,,0
5,5,Bienville Station,UNNAMED ST & NEW ORLEANS PUBLIC BELT,29.952669,-90.063409,,,,,,0
6,6,Toulouse Station,UNNAMED ST & NEW ORLEANS PUBLIC BELT,29.955575,-90.06266,,,,,,0
8,8,Dumaine Station,UNNAMED ST & NEW ORLEANS PUBLIC BELT,29.957864,-90.060641,,,,,,0
9,9,Ursulines Station,NEW ORLEANS PUBLIC BELT & ESPLANADE AVE,29.959485,-90.058961,,,,,,0
10,FrMk,French Market Station,O PUBLIC BELT RAILROAD & ESPLANADE AVENUE WHARF,29.960899,-90.05716,,,,,,0
23,6027,Poydras at St Charles,SAINT CHARLES AVE & N MAESTRI PL,29.949444,-90.070742,,,,,,0
24,6023,Poydras at Magazine,POYDRAS ST & MAGAZINE ST,29.949186,-90.068178,,,,,,0
33,6004,Convention Ctr. Blvd at Poydras,POYDRAS ST & CONVENTION CENTER BLVD,29.948462,-90.064897,,,,,,0
35,35,N. Claiborne Ave. at St. Peter St.,N CLAIBORNE AVE,29.963717,-90.073392,,,,,,0
44,44,Elysian Fields Ave. at Decatur St.,ELYSIAN FIELDS AVE & CHARTRES ST,29.96269,-90.056608,,,,,,0
45,AuTc,Audubon Park,TCHOUPITOULAS ST & CALHOUN ST,29.919581,-90.128774,,,,,,0
46,5002,Tchoupitoulas at Henry Clay,TCHOUPITOULAS ST & CALHOUN ST,29.918668,-90.126709,,,,,,0
47,5003,Tchoupitoulas at State,TCHOUPITOULAS ST & STATE ST,29.91749,-90.123476,,,,,,0
48,5004,Tchoupitoulas at Nashville,TCHOUPITOULAS ST & ELEONORE ST,29.916765,-90.120426,,,,,,0
49,5005,Tchoupitoulas at Joseph,TCHOUPITOULAS ST & ARABELLA ST,29.916365,-90.118538,,,,,,0
50,5006,Tchoupitoulas at Jefferson,TCHOUPITOULAS ST & JEFFERSON AVE,29.91638,-90.116389,,,,,,0
51,5007,Tchoupitoulas at Valmont,TCHOUPITOULAS ST & LEONTINE ST,29.916404,-90.113762,,,,,,0
52,5008,Tchoupitoulas at Dufossat,TCHOUPITOULAS ST & BELLECASTLE ST,29.916449,-90.111401,,,,,,0
53,5009,Tchoupitoulas at Upperline,TCHOUPITOULAS ST & ROBERT ST,29.916494,-90.108349,,,,,,0
54,5010,Tchoupitoulas at Bordeaux,TCHOUPITOULAS ST & BORDEAUX ST,29.916659,-90.105901,,,,,,0
55,5011,Tchoupitoulas at Cadiz,TCHOUPITOULAS ST & CADIZ ST,29.91687,-90.103579,,,,,,0
56,TcNp,Tchoupitoulas at Napoleon,TCHOUPITOULAS ST & JOSEPHINE ST,29.917053,-90.101366,,,,,,0
57,5013,Tchoupitoulas at Milan,TCHOUPITOULAS ST & GENERAL PERSHING ST,29.917253,-90.098859,,,,,,0
58,5014,Tchoupitoulas at Constantinople,TCHOUPITOULAS ST & CONSTANTINOPLE ST,29.917437,-90.096582,,,,,,0
59,5015,Tchoupitoulas at General Taylor,TCHOUPITOULAS ST & AUSTERLITZ ST,29.917635,-90.094198,,,,,,0
60,5016,Tchoupitoulas at Amelia,TCHOUPITOULAS ST & AMELIA ST,29.91776,-90.092278,,,,,,0
61,5017,Tchoupitoulas at Foucher,TCHOUPITOULAS ST & ANTONINE ST,29.917941,-90.090225,,,,,,0
64,5020,Tchoupitoulas at Seventh Street,TCHOUPITOULAS ST & 7TH ST,29.919714,-90.080867,,,,,,0
65,5021,Tchoupitoulas at Washington,TCHOUPITOULAS ST & 6TH ST,29.920514,-90.07842,,,,,,0
66,5022,Tchoupitoulas at Third Street,TCHOUPITOULAS ST & 3RD ST,29.921135,-90.076541,,,,,,0
67,5023,Tchoupitoulas at First Street,TCHOUPITOULAS ST & SECOND ST,29.92171,-90.074723,,,,,,0
68,5024,Tchoupitoulas at Soraparu,W SORAPARU ST & TCHOUPITOULAS ST,29.922257,-90.073419,,,,,,0
79,5035,Annunciation at Terpsichore,Terpsichore St & Annunciation St,29.935862,-90.069235,,,,,,0
80,5036,Annunciation at Melpomene,Annunciation St & Melpomene Ave,29.936625,-90.069002,,,,,,0
81,5037,Annunciation at Thalia,ANNUNCIATION ST & THALIA ST,29.937656,-90.068748,,,,,,0
82,6008,Annunciation at Calliope,CALLIOPE ST & ANNUNCIATION ST,29.939894,-90.068161,,,,,,0
84,6010,S. Peters at Girod,S PETERS ST & NOTRE DAME ST,29.946051,-90.065825,,,,,,0
85,6007,S. Peters at Julia,S PETERS ST & ST JOSEPH ST,29.944528,-90.065795,,,,,,0
86,6006,S. Peters at Poydras,S PETERS ST & LAFAYETTE ST,29.948294,-90.065838,,,,,,0
89,89,Magazine at Gravier,MAGAZINE ST & COMMON ST,29.950648,-90.067772,,,,,,0
90,90,Magazine at Poydras,POYDRAS ST & CAMP ST,29.949254,-90.06813,,,,,,0
91,91,Magazine at Capdeville,CAPDEVILLE ST & CAMP ST,29.947305,-90.0687,,,,,,0
92,92,Magazine at Julia,JULIA ST & CAMP ST,29.945475,-90.069251,,,,,,0
95,6011,S. Peters at Gaiennie,S PETERS ST & GAIENNIE ST,29.940077,-90.065529,,,,,,0
96,5079,Annunciation at Thalia,THALIA ST & ANNUNCIATION ST,29.937798,-90.068908,,,,,,0
97,5078,Annunciation at Melpomene,ANNUNCIATION ST & MELPOMENE ST,29.93682,-90.069185,,,,,,0
98,5077,Annunciation at Terpsichore,ANNUNCIATION ST & TERPSICHORE ST,29.935843,-90.069454,,,,,,0
99,5076,Race near Annunciation,RACE ST & ANNUNCIATION ST,29.933571,-90.069117,,,,,,0
104,104,Jackson at Chippewa,JACKSON AVE & ANNUNCIATION ST,29.926412,-90.074136,,,,,,0
105,105,Jackson at St Thomas,ST THOMAS ST & PHILIP ST,29.925601,-90.073441,,,,,,0
107,5068,Tchoupitoulas at Soraparu,E SORAPARU ST & ROUSSEAU ST,29.922459,-90.073256,,,,,,0
108,5067,Tchoupitoulas at Third Street,3RD ST & ROUSSEAU ST,29.921332,-90.076354,,,,,,0
109,5066,Tchoupitoulas at Washington,WASHINGTON AVE & ROUSSEAU ST,29.920757,-90.078191,,,,,,0
110,5065,Tchoupitoulas at Seventh Street,7TH ST & SAINT THOMAS ST,29.919906,-90.080714,,,,,,0
111,5064,Tchoupitoulas at Harmony,HARMONY ST & SAINT THOMAS ST,29.918993,-90.083523,,,,,,0
112,112,Tchoupitoulas at Louisiana,TCHOUPITOULAS ST & LOUISIANA AVE,29.91828,-90.086766,,,,,,0
113,5062,Tchoupitoulas at Foucher,FOUCHER ST & ANNUNCIATION ST,29.918111,-90.089986,,,,,,0
114,5061,Tchoupitoulas at Amelia,AMELIA ST & ANNUNCIATION ST,29.917936,-90.09212,,,,,,0
115,5060,Tchoupitoulas at General Taylor,GENERAL TAYLOR ST & ANNUNCIATION ST,29.917785,-90.093965,,,,,,0
116,5059,Tchoupitoulas at Constantinople,CONSTANTINOPLE ST & ANNUNCIATION ST,29.917587,-90.096376,,,,,,0
117,5058,Tchoupitoulas at Milan,MILAN ST & ANNUNCIATION ST,29.9174,-90.098655,,,,,,0
119,5056,Tchoupitoulas at Cadiz,CADIZ ST & ANNUNCIATION ST,29.917019,-90.103393,,,,,,0
120,5055,Tchoupitoulas at Bordeaux,BORDEAUX ST & ANNUNCIATION ST,29.916811,-90.105644,,,,,,0
121,5054,Tchoupitoulas at Upperline,UPPERLINE ST & ANNUNCIATION ST,29.916636,-90.10803,,,,,,0
122,505   3,Tchoupitoulas at Dufossat,DUFOSSAT ST & ANNUNCIATION ST,29.916592,-90.111068,,,,,,0
123,5052,Tchoupitoulas at Valmont,VALMONT ST & ANNUNCIATION ST,29.916559,-90.113295,,,,,,0
124,5051,Tchoupitoulas at Jefferson,JEFFERSON AVE & ANNUNCIATION ST,29.916514,-90.115986,,,,,,0
125,5050,Tchoupitoulas at Joseph,JOSEPH ST & ANNUNCIATION ST,29.916486,-90.118213,,,,,,0
126,5049,Tchoupitoulas at Nashville,NASHVILLE AVE & ANNUNCIATION ST,29.916796,-90.120045,,,,,,0
127,5048,Tchoupitoulas at State,STATE ST & ANNUNCIATION ST,29.917509,-90.123159,,,,,,0
128,5047,Tchoupitoulas at Henry Clay,HENRY CLAY AVE & ANNUNCIATION ST,29.918648,-90.126381,,,,,,0
129,AuZo,Audubon Zoo,RIVER RD & UNNAMED ST,29.926577,-90.131819,,,,,,0
130,130,Magazine at Natatorium,MAGAZINE ST,29.926185,-90.130915,,,,,,0
131,131,Magazine at Oak Mall,MAGAZINE ST & INTERNATIONAL DR,29.924366,-90.127368,,,,,,0
132,132,Magazine at Exposition,MAGAZINE ST & EXPOSITION BLVD,29.923986,-90.126525,,,,,,0
133,133,Magazine at Henry Clay,MAGAZINE ST & CALHOUN ST,29.923183,-90.124583,,,,,,0
134,134,Magazine at State,MAGAZINE ST & STATE ST,29.922138,-90.121623,,,,,,0
135,135,Magazine at Nashville,MAGAZINE ST & ELEONORE ST,29.921524,-90.119066,,,,,,0
137,137,Magazine at Jefferson,MAGAZINE ST & JEFFERSON AVE,29.920833,-90.115198,,,,,,0
138,138,Magazine at Valmont,MAGAZINE ST & LEONTINE ST,29.920448,-90.11286,,,,,,0
139,139,Magazine at Soniat,MAGAZINE ST & DUFOSSAT ST,29.9203,-90.110135,,,,,,0
140,140,Magazine at Upperline,MAGAZINE ST & ROBERT ST,29.920233,-90.108137,,,,,,0
141,141,Magazine at Bordeaux,MAGAZINE ST & BORDEAUX ST,29.92037,-90.106221,,,,,,0
142,142,Magazine at Cadiz,MAGAZINE ST & CADIZ ST,29.92054,-90.103947,,,,,,0
144,144,Magazine at Milan,MAGAZINE ST & GENERAL PERSHING ST,29.920913,-90.099229,,,,,,0
145,145,Magazine at Constantinople,CONSTANTINOPLE ST & MAGAZINE ST,29.921096,-90.096921,,,,,,0
146,146,Magazine at General Taylor,GENERAL TAYLOR ST & MAGAZINE ST,29.921232,-90.095046,,,,,,0
147,147,Magazine at Antonine,ANTONINE ST & MAGAZINE ST,29.921767,-90.092624,,,,,,0
148,148,Magazine at Aline,MAGAZINE ST & ALINE ST,29.922276,-90.090792,,,,,,0
149,MaLa,Magazine at Louisiana,MAGAZINE ST & DELACHAISE ST,29.922881,-90.089011,,,,,,0
151,151,Magazine at Seventh Street,MAGAZINE ST & 7TH ST,29.924895,-90.084712,,,,,,0
152,152,Magazine at Washington,MAGAZINE ST & 6TH ST,29.926115,-90.082509,,,,,,0
153,153,Magazine at Third Street,THIRD ST & MAGAZINE ST,29.927043,-90.080893,,,,,,0
154,154,Magazine at First Street,MAGAZINE ST & 1ST ST,29.927944,-90.079257,,,,,,0
155,MaJk,Magazine at Jackson,MAGAZINE ST & PHILIP ST,29.929351,-90.076948,,,,,,0
156,156,Magazine at St Andrew,SAINT ANDREW ST & MAGAZINE ST,29.93088,-90.074681,,,,,,0
157,157,Sophie Wright at Felicity,FELICITY ST & RICHARD ST,29.933051,-90.074131,,,,,,0
158,158,Camp at Race,RACE ST & MAGAZINE ST,29.934604,-90.073664,,,,,,0
159,159,Camp at Terpsichore,,29.936457,-90.073082,,,,,,0
160,160,Camp at Thalia,CAMP ST & MELPOMENE ST,29.938413,-90.072502,,,,,,0
161,161,Camp at Gaiennie,CAMP ST & GAIENNIE ST,29.94024,-90.071981,,,,,,0
162,162,Camp at Calliope,CAMP ST & CALLIOPE ST,29.941599,-90.071479,,,,,,0
163,163,Camp at St Joseph,ST JOSEPH ST & CAMP ST,29.943982,-90.070872,,,,,,0
164,CaJu,Camp at Julia,JULIA ST & MAGAZINE ST,29.945525,-90.070436,,,,,,0
165,165,Camp at Girod,GIROD ST & MAGAZINE ST,29.946987,-90.069999,,,,,,0
166,166,Camp at Lafayette,LAFAYETTE ST & CAMP ST,29.948061,-90.069674,,,,,,0
167,167,Camp at Poydras,POYDRAS ST & CAMP ST,29.949117,-90.069359,,,,,,0
168,168,Camp at Gravier,GRAVIER ST & PICAYUNE PL,29.950913,-90.068852,,,,,,0
169,CanMag I,Canal at Magazine,CANAL ST & UNNAMED ST,29.951678,-90.067229,,,,,,0
170,170,Magazine at St Joseph,MAGAZINE ST & SAINT JOSEPH ST,29.943929,-90.069703,,,,,,0
172,172,Magazine at Poeyfarre,MAGAZINE ST & ANDREW HIGGINS DR,29.942074,-90.070279,,,,,,0
173,173,Magazine at Thalia,MAGAZINE ST & THALIA ST,29.938319,-90.071374,,,,,,0
174,5120,Magazine at Terpsichore,MAGAZINE ST & TERPSICHORE ST,29.936398,-90.07193,,,,,,0
175,5121,Magazine at Race,MAGAZINE ST & RACE ST,29.934538,-90.072485,,,,,,0
177,5123,Magazine at St Andrew,MAGAZINE ST & SAINT MARY ST,29.931216,-90.074476,,,,,,0
178,5080,Magazine at Jackson,JACKSON AVE & CAMP ST,29.929729,-90.076683,,,,,,0
179,5081,Magazine at First Street,1ST ST & CAMP ST,29.928137,-90.079177,,,,,,0
180,5082,Magazine at Third Street,THIRD ST & CAMP ST,29.92716,-90.080977,,,,,,0
181,5083,Magazine at Washington,WASHINGTON AVE & CAMP ST,29.926317,-90.082427,,,,,,0
182,5084,Magazine at Seventh Street,7TH ST & CAMP ST,29.925094,-90.084612,,,,,,0
183,5038,Magazine at Harmony,MAGAZINE ST & 9TH ST,29.924183,-90.08623,,,,,,0
184,5039,Magazine at Louisiana,LOUISIANA AVE & CAMP ST,29.923115,-90.088775,,,,,,0
185,5040,Magazine at Aline,ALINE ST & CAMP ST,29.922466,-90.090597,,,,,,0
186,5041,Magazine at Antonine,ANTONINE ST & CAMP ST,29.921893,-90.092666,,,,,,0
187,5042,Magazine at General Taylor,GENERAL TAYLOR ST & CAMP ST,29.921349,-90.095078,,,,,,0
188,5043,Magazine at Constantinople,CONSTANTINOPLE ST & CAMP ST,29.921232,-90.096933,,,,,,0
189,5044,Magazine at Milan,MAGAZINE ST & MILAN ST,29.921044,-90.099015,,,,,,0
191,5124,Magazine at Cadiz,CADIZ ST & CAMP ST,29.920682,-90.103733,,,,,,0
192,192,Magazine at Bordeaux,BORDEAUX ST & CAMP ST,29.920508,-90.105962,,,,,,0
193,5126,Magazine at Upperline,UPPERLINE ST & CAMP ST,29.92036,-90.107863,,,,,,0
194,5127,Magazine at Soniat,SONIAT ST & CAMP ST,29.920414,-90.109911,,,,,,0
195,5128,Magazine at Valmont,VALMONT ST & CAMP ST,29.920517,-90.112647,,,,,,0
196,5129,Magazine at Jefferson,JEFFERSON AVE & CAMP ST,29.920905,-90.114901,,,,,,0
197,5130,Magazine at Joseph,JOSEPH ST & CAMP ST,29.921232,-90.116917,,,,,,0
198,5131,Magazine at Nashville,NASHVILLE AVE & CAMP ST,29.921581,-90.118792,,,,,,0
199,5132,Magazine at State,MAGAZINE ST & STATE ST,29.922207,-90.12136,,,,,,0
200,5133,Magazine at Henry Clay,HENRY CLAY AVE & CAMP ST,29.923237,-90.124259,,,,,,0
201,5134,Magazine at Exposition,EXPOSITION BLVD & CAMP ST,29.924031,-90.12633,,,,,,0
202,5135,Magazine at Oak Mall,MAGAZINE ST & INTERNATIONAL DR,29.924415,-90.127122,,,,,,0
203,5136,Magazine at Natatorium,MAGAZINE ST & INTERNATIONAL DR,29.926266,-90.130813,,,,,,0
204,CaCl,S. Carrollton at S. Claiborne,S CARROLLTON AVE & S CLAIBORNE AVE,29.955611,-90.120719,,,,,,0
205,5414,S. Carrollton at Sycamore,S CARROLLTON AVE & NERON PL,29.954448,-90.122111,,,,,,0
206,5412,S. Carrollton at Spruce,S CARROLLTON AVE & PANOLA ST,29.95303,-90.123623,,,,,,0
207,5410,S. Carrollton at Hickory,S CARROLLTON AVE & COHN ST,29.951624,-90.125124,,,,,,0
208,5408,S. Carrollton at Jeannette,S CARROLLTON AVE & BIRCH ST,29.949505,-90.127397,,,,,,0
209,CrWiI,S. Carrollton at Willow,,29.94875,-90.128221,,,,,,0
210,5404,S. Carrollton at Oak,S CARROLLTON AVE & OAK ST,29.947374,-90.12967,,,,,,0
211,5402,S. Carrollton at Freret,S CARROLLTON AVE & FRERET ST,29.945951,-90.131184,,,,,,0
212,5400,S. Carrollton at Maple,S CARROLLTON AVE & BURTHE ST,29.944548,-90.132671,,,,,,0
213,5706,S. Carrollton at St Charles,S CARROLLTON AVE & HAMPSON ST,29.943235,-90.134078,,,,,,0
215,SChHil O,St Charles at Hillary,ST CHARLES AVE & ADAMS ST,29.939907,-90.130222,,,,,,0
216,SChLow,St Charles at Lowerline,ST CHARLES AVE & PINE ST,29.93825,-90.128189,,,,,,0
217,SChBroI,St Charles at Broadway,SAINT CHARLES AVE & BROADWAY ST,29.93732,-90.12696,,,,,,0
218,5173,St Charles at Walnut,SAINT CHARLES AVE & AUDUBON ST,29.936279,-90.125495,,,,,,0
219,5175,St Charles at Tulane University,SAINT CHARLES AVE & PRESS DR,29.93518,-90.123938,,,,,,0
220,5177,St Charles at Tulane/Loyola,,29.934175,-90.122503,,,,,,0
221,5179,St Charles at Exposition,SAINT CHARLES AVE & EXPOSITION BLVD,29.933583,-90.1217,,,,,,0
222,5181,St Charles at Calhoun,SAINT CHARLES AVE & CALHOUN ST,29.932956,-90.120801,,,,,,0
223,ScWb1,St Charles at Webster,SAINT CHARLES AVE & PALMER AVE,29.931951,-90.119382,,,,,,0
224,5185,St Charles at State,SAINT CHARLES AVE & STATE ST,29.931132,-90.118213,,,,,,0
225,5187,St Charles at Nashville,SAINT CHARLES AVE & NASHVILLE AVE,29.930256,-90.116741,,,,,,0
228,5193,St Charles at Valmont,ST CHARLES AVE & LEONTINE ST,29.927836,-90.111572,,,,,,0
229,5195,St Charles at Dufossat,ST CHARLES AVE & DUFOSSAT ST,29.927453,-90.11075,,,,,,0
230,5196,St Charles at Robert,SAINT CHARLES AVE & ROBERT ST,29.926565,-90.108925,,,,,,0
231,5198,St Charles at Bordeaux,SAINT CHARLES AVE & BORDEAUX ST,29.926077,-90.106796,,,,,,0
232,5200,St Charles at Cadiz,SAINT CHARLES AVE & CADIZ ST,29.926254,-90.104522,,,,,,0
233,ScNpI,St Charles at Napoleon,ST CHARLES AVE & NAPOLEON AVE,29.926442,-90.102274,,,,,,0
234,5204,St Charles at Milan,MILAN ST & SAINT CHARLES AVE,29.926621,-90.099764,,,,,,0
235,5206,St Charles at Constantinople,SAINT CHARLES AVE & CONSTANTINOPLE ST,29.926792,-90.097516,,,,,,0
236,5208,St Charles at Peniston,SAINT CHARLES AVE & GENERAL TAYLOR ST,29.926947,-90.095675,,,,,,0
237,5210,St Charles at Foucher,SAINT CHARLES AVE & ANTONINE ST,29.927342,-90.093787,,,,,,0
238,ScLaI,St Charles at Louisiana,LOUISIANA AVE & ST CHARLES AVE,29.928207,-90.091588,,,,,,0
239,5215,St Charles at Eighth Street,SAINT CHARLES AVE & 8TH ST,29.929344,-90.08892,,,,,,0
240,5216,St Charles at Sixth Street,SAINT CHARLES AVE & 6TH ST,29.930105,-90.087402,,,,,,0
241,5218,St Charles at Washington,ST CHARLES AVE & WASHINGTON AVE,29.930939,-90.086039,,,,,,0
242,5220,St Charles at Third Street,ST CHARLES AVE & JACKSON AVE,29.931839,-90.084417,,,,,,0
243,5222,St Charles at First Street,ST CHARLES AVE & WASHINGTON AVE,29.932757,-90.082796,,,,,,0
244,ScJkI,St Charles at Jackson,ST CHARLES AVE & UNNAMED ST,29.93402,-90.080689,,,,,,0
245,5226,St Charles at St Andrew,ST CHARLES AVE & ST CHARLES AVE,29.935282,-90.078831,,,,,,0
246,5707,St Charles at Felicity,FELICITY ST & ST CHARLES AVE,29.936198,-90.077665,,,,,,0
247,5228,St Charles at Euterpe,SAINT CHARLES AVE & EUTERPE ST,29.937595,-90.076555,,,,,,0
248,5230,St. Charles Ave. at Melpomene St. or ML King Blvd.,SAINT CHARLES AVE & MELPOMENE AVE,29.938941,-90.075541,,,,,,0
249,ScEr,St Charles at Erato,SAINT CHARLES AVE & ERATO ST,29.940408,-90.074456,,,,,,0
252,6090,Carondelet at Julia,CARONDELET ST & JULIA ST,29.946037,-90.072901,,,,,,0
253,6091,Carondelet at Girod,,29.947436,-90.072509,,,,,,0
254,6029,Carondelet at Poydras,CARONDELET ST & LAFAYETTE ST,29.949621,-90.071843,,,,,,0
255,6036,Carondelet at Gravier,GRAVIER ST & ST CHARLES AVE,29.951849,-90.071139,,,,,,0
256,CaCn,Canal at Carondelet,CARONDELET ST & COMMON ST,29.95353,-90.070061,,,,,,0
257,257,St Charles at Common,SAINT CHARLES AVE & ROYAL ST,29.9523,-90.069807,,,,,,0
259,6028,St Charles at Poydras,ST CHARLES AVE & POYDRAS ST,29.949697,-90.070638,,,,,,0
260,6092,St Charles at Lafayette,ST CHARLES AVE & LAFAYETTE ST,29.948406,-90.071035,,,,,,0
261,6089,St Charles at St Joseph,SAINT CHARLES AVE & SAINT JOSEPH ST,29.944505,-90.072171,,,,,,0
265,5231,St. Charles Ave. at ML King Blvd. or Melpomene St.,SAINT CHARLES AVE & MARTIN LUTHER KING JR BLVD,29.939206,-90.075443,,,,,,0
266,5229,St Charles at Euterpe,SAINT CHARLES AVE & TERPSICHORE ST,29.937784,-90.076498,,,,,,0
267,5708,St Charles at Felicity,SAINT CHARLES AVE & POLYMNIA ST,29.936358,-90.07755,,,,,,0
268,5227,St Charles at St Andrew,SAINT CHARLES AVE & ST ANDREW ST,29.935412,-90.078702,,,,,,0
270,5223,St Charles at First Street,SAINT CHARLES AVE & PHILIP ST,29.932859,-90.082645,,,,,,0
271,5221,St Charles at Third Street,SAINT CHARLES AVE & 3RD ST,29.931945,-90.084266,,,,,,0
272,5219,St Charles at Washington,SAINT CHARLES AVE & WASHINGTON AVE,29.931058,-90.085858,,,,,,0
273,5217,St Charles at Sixth Street,SAINT CHARLES AVE & CONERY ST,29.93026,-90.087271,,,,,,0
276,5211,St Charles at Foucher,SAINT CHARLES AVE & FOUCHER ST,29.927509,-90.093592,,,,,,0
277,5209,St Charles at Peniston,SAINT CHARLES AVE & PENISTON ST,29.927047,-90.095514,,,,,,0
278,5207,St Charles at Constantinople,SAINT CHARLES AVE & GENERAL TAYLOR ST,29.926879,-90.097339,,,,,,0
279,5205,St Charles at Milan,SAINT CHARLES AVE & PALM TER,29.926715,-90.099601,,,,,,0
281,5201,St Charles at Cadiz,SAINT CHARLES AVE & JENA ST,29.926339,-90.104335,,,,,,0
282,5199,St Charles at Bordeaux,SAINT CHARLES AVE & VALENCE ST,29.926171,-90.1066,,,,,,0
283,5197,St Charles at Robert,SAINT CHARLES AVE & UPPERLINE ST,29.926639,-90.108904,,,,,,0
284,5194,St Charles at Valmont,SAINT CHARLES AVE & VALMONT ST,29.927817,-90.111417,,,,,,0
286,5190,St Charles at Joseph,JOSEPH ST & SAINT CHARLES AVE,29.929404,-90.114768,,,,,,0
287,5188,St Charles at Nashville,SAINT CHARLES AVE & NASHVILLE AVE,29.930198,-90.116451,,,,,,0
288,5186,St Charles at State,SAINT CHARLES AVE & STATE ST,29.931059,-90.117973,,,,,,0
289,ScWb0,St Charles at Webster,SAINT CHARLES AVE & WEBSTER ST,29.931874,-90.119139,,,,,,0
290,5182,St Charles at Calhoun,SAINT CHARLES AVE & HENRY CLAY AVE,29.932891,-90.120581,,,,,,0
291,5180,St Charles at Exposition,SAINT CHARLES AVE & CALHOUN ST,29.933539,-90.121501,,,,,,0
292,5178,St Charles at Tulane/Loyola,SAINT CHARLES AVE & CALHOUN ST,29.934161,-90.12236,,,,,,0
293,5176,St Charles at Tulane University,ST CHARLES AVE & UNNAMED ST,29.935065,-90.12374,,,,,,0
294,5174,St Charles at Walnut,SAINT CHARLES AVE & NEWCOMB BLVD,29.936238,-90.125307,,,,,,0
295,ScFn,St Charles at Burdette,ST CHARLES AVE & BURDETTE ST,29.941116,-90.131765,,,,,,0
296,13007,St Charles at Lowerline,LOWERLINE ST & HAMPSON ST,29.938343,-90.128362,,,,,,0
297,13008,St Charles at Hillary,ST CHARLES AVE & ADAMS ST,29.939898,-90.130202,,,,,,0
299,5709,S. Carrollton at St Charles,S CARROLLTON AVE & ST CHARLES AVE,29.943177,-90.133947,,,,,,0
300,5399,S. Carrollton at Maple,S CARROLLTON AVE & MAPLE ST,29.944292,-90.132721,,,,,,0
301,5401,S. Carrollton at Freret,S CARROLLTON AVE & FRERET ST,29.945742,-90.131196,,,,,,0
302,5403,S. Carrollton at Oak,S CARROLLTON AVE & OAK ST,29.947165,-90.129693,,,,,,0
304,5407,S. Carrollton at Birch,BIRCH ST & S CARROLLTON AVE,29.95002,-90.126674,,,,,,0
305,5409,S. Carrollton at Hickory,S CARROLLTON AVE & HICKORY ST,29.951429,-90.125179,,,,,,0
306,5411,S. Carrollton at Spruce,S CARROLLTON AVE & SPRUCE ST,29.95284,-90.123669,,,,,,0
307,5413,S. Carrollton at Sycamore,S CARROLLTON AVE & SYCAMORE ST,29.954248,-90.122151,,,,,,0
309,309,Rousseau at Jackson,ROUSSEAU ST & JACKSON AVE,29.924778,-90.072151,,,,,,0
310,310,Jackson Ave. at St. Thomas St.,JACKSON AVE & ST THOMAS ST,29.925602,-90.073182,,,,,,0
311,311,Jackson Ave. at Chippewa St.,JACKSON AVE & SAINT THOMAS ST,29.926411,-90.073841,,,,,,0
312,312,Jackson Ave. at Annunciation St.,JACKSON AVE & CHIPPEWA ST,29.9272,-90.074538,,,,,,0
313,313,Jackson Ave. at Magazine St.,MAGAZINE ST & JACKSON AVE,29.929569,-90.076618,,,,,,0
315,315,Jackson Ave. at Coliseum St.,JACKSON AVE & COLISEUM ST,29.931869,-90.078566,,,,,,0
316,316,Jackson Ave. at Prytania St.,JACKSON AVE & PRYTANIA ST,29.932913,-90.079481,,,,,,0
317,317,Jackson Ave. at St. Charles Ave.,JACKSON AVE & SAINT CHARLES AVE,29.934003,-90.08043,,,,,,0
318,318,Jackson Ave. at Brainard St.,JACKSON AVE & CARONDELET ST,29.935572,-90.081767,,,,,,0
319,319,Jackson Ave. at OC Haley Blvd.,JACKSON AVE & ORETHA C HALEY BLVD,29.936926,-90.082929,,,,,,0
320,320,OC Haley Blvd. at St. Andrew St.,ORETHA C HALEY BLVD & JOSEPHINE ST,29.937951,-90.08149,,,,,,0
321,321,OC Haley Blvd. at Felicity St.,FELICITY ST & ORETHA C HALEY BLVD,29.93885,-90.080748,,,,,,0
322,322,OC Haley Blvd. at Euterpe St.,ORETHA C HALEY BLVD & EUTERPE ST,29.939626,-90.080189,,,,,,0
324,324,OC Haley Blvd. at Erato St.,ORETHA CASTLE HALEY BLVD & CLIO ST,29.942587,-90.077976,,,,,,0
325,325,OC Haley Blvd. at Calliope St.,ORETHA CASTLE HALEY BLVD & CLIO ST,29.943889,-90.07703,,,,,,0
326,326,O'Keefe Ave. at Julia St.,O'KEEFE AVE & JULIA ST,29.946626,-90.075299,,,,,,0
328,328,O'Keefe Ave. at Poydras St.,OKEEFE AVE & LAFAYETTE ST,29.950164,-90.074241,,,,,,0
333,6102,Baronne at Girod,GIROD ST & BARONNE ST,29.948079,-90.073771,,,,,,0
334,6098,Baronne at Julia,BARONNE ST & JULIA ST,29.94659,-90.074244,,,,,,0
335,6096,Baronne at Howard,BARONNE ST & SAINT JOSEPH ST,29.945055,-90.074677,,,,,,0
336,bncp,Baronne at Calliope,BARONNE ST & HOWARD AVE,29.94399,-90.075454,,,,,,0
337,5358,Baronne at Erato,BARONNE ST & ERATO ST,29.94198,-90.07692,,,,,,0
338,5368,Erato at O C Haley,ERATO ST & ORETHA CASTLE HALEY BLVD,29.942605,-90.078007,,,,,,0
